fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
8.2,0.4,0.32,2.5,0.080,24,71,0.9962,3.27,0.85,11.0,6,red
6.6,0.2,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,white
6.2,0.3,0.54,7.0,0.046,58,176,0.9945,3.19,0.70,10.4,5,white
8.5,0.5,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5,red
6.3,0.3,0.44,1.7,0.024,36,116,0.9894,3.18,0.40,12.5,6,white
7.1,0.3,0.32,14.5,0.074,29,107,0.9980,2.96,0.42,9.2,6,white
6.3,0.3,0.42,17.2,0.037,57,170,0.9988,3.26,0.57,9.4,6,white
6.7,0.4,0.27,2.6,0.033,25,85,0.9909,3.05,0.34,11.7,6,white
6.7,0.2,0.34,1.4,0.049,36,112,0.9909,3.02,0.50,11.0,6,white
6.6,0.5,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6,white
6.8,0.3,0.30,1.0,0.049,22,113,0.9929,3.24,0.61,10.2,5,white
5.7,0.2,0.31,2.5,0.046,38,126,0.9925,3.34,0.52,9.9,6,white
6.4,0.2,0.28,17.1,0.047,53,139,0.9972,3.25,0.35,10.5,6,white
7.9,0.3,0.34,2.3,0.037,18,100,0.9912,3.22,0.64,11.7,7,white
11.9,0.4,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,red
7.6,0.6,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,red
7.2,0.8,0.00,2.0,0.166,4,11,0.9961,3.39,0.52,10.0,5,red
6.3,0.2,0.41,1.4,0.037,33,107,0.9916,3.47,0.52,11.5,6,white
6.1,0.3,0.25,6.9,0.056,44,201,0.9955,3.19,0.40,9.1,6,white
6.6,0.2,0.35,2.6,0.030,33,78,0.9915,3.22,0.72,11.3,6,white
6.1,0.3,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9.0,5,white
6.8,0.2,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5,white
7.6,0.4,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,white
6.4,0.6,0.21,1.6,0.080,12,32,0.9969,3.58,0.66,9.8,5,red
7.4,0.4,0.23,7.0,0.033,29,126,0.9940,3.14,0.42,10.5,5,white
6.7,0.2,0.30,18.1,0.046,39,142,1.0000,3.29,0.42,8.6,5,white
8.0,0.3,0.53,2.5,0.091,18,80,0.9976,3.37,0.80,9.6,6,red
7.4,0.2,0.37,17.0,0.048,43,190,0.9995,3.03,0.42,9.2,6,white
6.0,0.3,0.20,1.8,0.031,49,159,0.9919,3.41,0.53,11.0,6,white
6.8,0.2,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,white
7.3,0.7,0.08,1.7,0.094,10,45,0.9958,3.24,0.50,9.8,5,red
7.4,0.2,0.37,1.2,0.028,28,89,0.9913,3.14,0.61,11.8,6,white
7.6,0.4,0.28,4.7,0.035,27,94,0.9917,3.21,0.59,12.2,8,white
7.1,0.3,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,white
6.9,0.3,0.47,7.4,0.043,58,208,0.9956,3.09,0.39,9.1,6,white
6.5,0.3,0.23,1.2,0.054,39,208,0.9927,3.18,0.46,9.9,6,white
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,red
7.8,0.3,0.40,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,white
6.7,0.2,0.37,11.3,0.043,64,173,0.9963,3.08,0.53,9.9,6,white
6.2,0.2,0.27,1.6,0.037,43,152,0.9932,3.49,0.71,10.5,7,white
7.3,0.4,0.62,7.1,0.033,48,185,0.9947,3.14,0.62,10.6,6,white
6.5,0.2,0.34,1.6,0.040,43,148,0.9912,3.32,0.59,11.5,8,white
5.8,0.4,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,white
6.8,0.2,0.33,4.9,0.047,42,130,0.9928,3.12,0.56,11.0,6,white
7.4,0.3,0.49,1.1,0.037,33,156,0.9920,3.15,0.54,11.1,6,white
5.2,0.2,0.46,6.2,0.066,41,187,0.9936,3.19,0.42,9.7,5,white
7.6,0.3,0.33,2.0,0.059,19,175,0.9944,3.22,0.56,9.9,5,white
6.2,0.3,0.23,3.3,0.052,34,113,0.9943,3.16,0.48,8.4,5,white
6.7,0.5,0.21,4.0,0.034,12,88,0.9902,3.26,0.54,13.0,6,white
5.6,0.2,0.27,0.9,0.040,52,103,0.9903,3.50,0.39,11.2,5,white
6.1,0.4,0.18,9.0,0.051,29,259,0.9964,3.19,0.50,8.8,5,white
6.6,0.7,0.00,3.0,0.115,21,31,0.9963,3.45,0.63,10.3,5,red
10.0,0.3,0.59,2.2,0.077,3,15,0.9994,3.20,0.78,9.6,5,red
7.3,0.3,0.39,1.2,0.059,7,11,0.9933,3.29,0.52,11.5,6,red
7.0,0.8,0.00,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,red
7.2,0.3,0.24,5.6,0.033,23,120,0.9933,2.92,0.66,10.3,7,white
7.4,0.3,0.32,3.7,0.032,29,193,0.9913,3.10,0.67,12.5,6,white
6.2,0.3,0.44,15.8,0.057,39,167,0.9980,3.14,0.51,9.2,5,white
8.4,0.4,0.10,1.7,0.075,6,25,0.9958,3.09,0.43,9.7,6,red
8.0,0.4,0.40,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,white
6.0,0.3,0.32,3.8,0.029,48,180,0.9901,3.15,0.34,12.0,6,white
7.6,0.3,0.39,1.2,0.038,21,115,0.9940,3.16,0.67,10.0,6,white
6.0,0.6,0.05,1.9,0.066,9,17,0.9950,3.52,0.78,10.6,5,red
6.4,0.2,0.74,7.8,0.043,52,207,0.9958,3.23,0.43,9.1,6,white
11.5,0.3,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,red
7.9,0.6,0.18,1.7,0.105,12,46,0.9965,3.18,0.92,9.4,5,red
8.8,0.2,0.43,15.0,0.053,60,184,1.0008,3.28,0.79,8.8,6,white
6.7,0.2,0.32,12.5,0.035,18,156,0.9967,2.88,0.36,9.0,6,white
6.4,0.4,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,4,white
6.1,0.4,0.36,4.7,0.035,36,116,0.9910,3.31,0.62,12.6,6,white
7.6,0.3,0.58,16.8,0.050,43,163,0.9999,3.15,0.54,9.2,5,white
8.6,0.3,0.36,1.4,0.045,11,119,0.9956,3.17,0.47,9.4,4,white
7.4,0.2,0.27,15.5,0.050,25,135,0.9984,2.90,0.43,8.7,7,white
8.5,0.4,0.20,2.8,0.090,19,57,0.9980,3.33,0.70,9.7,6,red
6.5,0.5,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,red
7.1,0.4,0.39,11.1,0.034,25,204,0.9962,3.05,0.52,10.0,6,white
6.7,0.2,0.32,10.3,0.079,37,122,0.9966,3.02,0.45,8.8,5,white
7.4,0.2,0.27,15.5,0.050,25,135,0.9984,2.90,0.43,8.7,7,white
6.9,0.5,0.54,7.9,0.036,23,169,0.9927,3.26,0.47,12.2,6,white
6.6,0.4,0.24,2.0,0.064,23,120,0.9946,3.32,0.54,9.4,5,white
6.4,0.1,0.29,1.1,0.035,44,140,0.9914,3.17,0.55,10.7,7,white
7.6,0.2,0.35,2.0,0.031,29,138,0.9907,3.28,0.48,12.4,9,white
6.2,0.2,0.27,16.8,0.040,48,129,0.9969,3.23,0.38,10.5,6,white
7.3,0.4,0.42,5.6,0.070,28,129,0.9973,3.43,0.73,10.4,4,red
9.0,0.4,0.31,3.0,0.092,19,98,0.9980,3.32,0.64,9.6,5,red
10.5,0.4,0.35,3.3,0.092,24,70,0.9980,3.21,0.69,10.5,6,red
8.6,0.4,0.65,6.4,0.080,3,8,0.9982,3.27,0.58,11.0,5,red
6.5,0.7,0.00,4.3,0.057,11,20,0.9949,3.45,0.56,11.8,4,red
6.4,0.3,0.09,1.4,0.066,15,28,0.9946,3.42,0.70,10.0,7,red
6.6,0.3,0.73,2.2,0.027,21,92,0.9900,3.12,0.48,12.4,6,white
6.6,0.2,0.25,9.8,0.049,60,137,0.9950,3.16,0.38,10.0,6,white
7.4,0.6,0.04,1.9,0.093,26,98,0.9952,3.35,0.53,10.1,6,red
6.9,0.2,0.29,2.3,0.033,14,82,0.9913,3.10,0.58,11.2,7,white
9.0,0.4,0.43,2.4,0.068,29,46,0.9943,3.20,0.60,12.2,6,red
6.6,0.3,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6,white
6.9,0.6,0.02,1.9,0.078,18,30,0.9971,3.40,0.75,9.8,5,red
7.0,0.1,0.37,12.9,0.042,36,105,0.9958,3.05,0.55,10.7,6,white
8.1,0.8,0.00,4.1,0.095,5,14,0.9985,3.36,0.53,9.6,5,red
6.9,0.3,0.30,10.6,0.037,4,28,0.9918,3.07,0.32,12.7,6,white
6.5,0.4,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5,white
9.2,0.4,0.34,1.6,0.062,5,12,0.9967,3.20,0.67,10.5,6,red
6.5,0.2,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,white
7.2,0.3,0.19,8.0,0.044,51,172,0.9964,3.16,0.44,9.2,5,white
6.4,0.2,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5,white
6.7,0.1,0.30,5.2,0.045,29,122,0.9944,3.41,0.45,9.8,7,white
6.2,0.2,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,white
6.2,0.2,0.30,12.4,0.054,108,152,0.9973,3.10,0.47,9.5,6,white
6.7,0.3,0.45,10.6,0.032,56,212,0.9970,3.22,0.59,9.5,6,white
9.0,0.8,0.24,1.7,0.078,10,21,0.9969,3.29,0.67,10.0,5,red
7.4,0.3,0.44,7.6,0.050,40,227,0.9968,3.12,0.52,9.0,5,white
6.1,0.3,0.42,7.5,0.050,66,244,0.9958,3.14,0.46,8.9,4,white
6.0,0.3,0.32,3.6,0.035,36,133,0.9922,3.23,0.46,10.8,6,white
7.5,0.3,0.59,11.8,0.046,58,164,0.9981,3.17,0.46,8.9,4,white
6.5,0.6,0.00,2.2,0.096,3,13,0.9956,3.62,0.62,11.5,4,red
8.0,0.2,0.48,6.8,0.047,13,134,0.9962,3.23,0.70,10.0,5,white
6.3,0.2,0.32,4.2,0.040,37,117,0.9918,3.24,0.43,11.3,6,white
6.5,0.3,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6,white
7.0,0.3,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,white
7.9,0.1,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,white
7.0,0.1,0.29,10.3,0.039,41,98,0.9956,3.19,0.38,9.8,8,white
6.1,0.4,0.16,1.8,0.072,6,18,0.9955,3.41,0.55,9.4,5,red
7.7,0.5,0.26,1.9,0.089,23,147,0.9964,3.26,0.59,9.7,5,red
7.4,0.3,0.26,11.8,0.053,55,173,0.9970,3.11,0.60,9.8,5,white
7.9,0.9,0.06,2.3,0.078,4,10,0.9967,3.38,0.58,9.8,5,red
8.2,0.4,0.49,13.7,0.042,57,166,0.9986,3.12,0.55,9.5,5,white
7.7,0.4,0.23,10.8,0.030,28,95,0.9916,2.93,0.41,13.6,6,white
6.4,0.3,0.31,12.9,0.045,55,161,0.9955,3.02,0.59,10.2,5,white
5.2,0.2,0.33,1.6,0.028,13,59,0.9898,3.30,0.84,11.9,8,white
7.4,0.2,0.31,14.5,0.045,39,193,0.9986,3.10,0.50,9.2,6,white
7.2,0.5,0.65,10.4,0.050,76,192,0.9976,3.16,0.42,8.7,5,white
7.0,0.2,0.28,14.7,0.051,29,149,0.9979,2.96,0.39,9.0,7,white
9.9,0.6,0.25,2.0,0.104,12,89,0.9963,3.04,0.90,10.1,5,red
7.5,0.3,0.67,8.1,0.037,53,166,0.9966,2.90,0.41,8.9,6,white
6.2,0.3,0.41,5.0,0.043,50,188,0.9932,3.23,0.64,10.8,6,white
6.4,0.4,0.33,3.3,0.046,12,53,0.9929,3.36,0.62,12.2,6,red
5.1,0.2,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,white
7.7,0.3,0.41,14.3,0.045,45,213,0.9991,3.17,0.64,9.1,4,white
6.8,0.2,0.35,5.4,0.054,53,143,0.9929,3.10,0.54,11.0,7,white
7.0,0.2,0.25,1.7,0.042,48,189,0.9920,3.25,0.42,11.4,6,white
6.2,0.3,0.38,7.9,0.045,54,208,0.9957,3.17,0.46,9.1,5,white
6.5,0.4,0.30,2.2,0.033,39,107,0.9889,3.22,0.53,13.5,7,white
6.0,0.3,0.21,15.6,0.043,20,142,0.9966,3.11,0.54,10.1,6,white
7.8,0.3,0.33,10.4,0.031,47,194,0.9969,3.07,0.58,9.6,6,white
7.7,0.3,0.30,1.0,0.039,19,75,0.9920,3.01,0.56,10.7,5,white
7.4,0.2,0.42,1.7,0.045,49,154,0.9920,3.00,0.60,10.4,6,white
6.5,0.4,0.36,6.7,0.185,52,151,0.9953,3.17,0.42,9.3,5,white
9.6,0.4,0.42,1.9,0.071,5,13,0.9966,3.15,0.75,10.5,6,red
6.3,0.2,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,white
11.4,0.3,0.44,3.6,0.072,6,18,0.9986,3.13,0.82,9.4,6,red
6.8,0.2,0.30,7.0,0.044,42,179,0.9946,3.25,0.56,10.6,6,white
7.2,0.3,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9.0,7,white
13.6,0.4,0.68,2.7,0.085,18,43,1.0014,3.06,0.80,10.1,6,red
6.9,0.3,0.32,1.2,0.024,20,166,0.9921,3.05,0.54,9.8,6,white
10.4,0.3,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,red
6.5,0.3,0.31,3.6,0.030,36,92,0.9903,3.22,0.62,12.6,8,white
7.3,0.3,0.33,17.9,0.049,42,195,1.0000,3.06,0.44,9.1,7,white
6.3,0.2,0.35,2.4,0.040,43,110,0.9905,3.34,0.42,11.9,6,white
6.2,0.6,0.09,1.7,0.053,24,32,0.9940,3.54,0.60,11.3,5,red
8.8,0.2,0.23,10.3,0.032,12,97,0.9957,3.13,0.40,10.7,6,white
5.0,0.3,0.32,4.5,0.032,58,178,0.9896,3.45,0.31,12.6,7,white
6.4,0.2,0.29,1.8,0.044,21,115,0.9917,3.10,0.38,10.2,5,white
8.5,0.3,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12.0,6,white
8.1,0.4,0.59,13.6,0.051,60,134,0.9989,2.96,0.39,8.7,5,white
8.9,0.3,0.35,1.9,0.067,25,57,0.9970,3.18,1.36,10.3,6,red
6.7,0.3,0.50,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,white
9.2,0.3,0.41,1.0,0.042,14,59,0.9922,2.96,0.25,10.5,6,white
7.2,0.3,0.33,1.7,0.061,3,13,0.9960,3.23,1.10,10.0,8,red
6.7,0.2,0.30,3.9,0.042,105,179,0.9919,3.04,0.59,11.3,8,white
7.3,0.5,0.18,2.1,0.070,12,28,0.9977,3.52,0.73,9.5,6,red
7.1,0.2,0.31,7.4,0.053,32,211,0.9959,3.31,0.59,10.4,6,white
6.0,0.3,0.27,4.1,0.046,50,147,0.9913,3.27,0.56,11.6,6,white
6.6,0.2,0.28,1.7,0.041,53,161,0.9921,3.13,0.45,10.2,6,white
5.9,0.3,0.40,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,white
7.8,0.3,0.29,3.2,0.044,41,117,0.9915,3.24,0.35,11.5,5,white
5.8,0.2,0.16,1.4,0.042,44,99,0.9891,3.23,0.37,12.2,6,white
7.4,0.4,0.20,11.5,0.049,44,157,0.9980,3.27,0.44,9.0,5,white
6.3,0.3,0.14,7.1,0.045,50,177,0.9956,3.23,0.42,9.0,5,white
6.0,0.3,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9.0,5,white
7.3,0.3,0.40,6.9,0.038,32,138,0.9920,3.03,0.30,11.9,7,white
7.2,0.3,0.50,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,white
10.3,0.4,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,red
8.1,0.6,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,red
6.2,0.2,0.47,1.4,0.029,23,81,0.9900,3.26,0.42,12.2,6,white
6.8,0.3,0.46,8.3,0.037,49,173,0.9960,3.17,0.47,9.3,5,white
7.2,0.6,0.04,2.5,0.076,18,88,0.9975,3.53,0.55,9.5,5,red
6.5,0.2,0.29,8.2,0.043,32,156,0.9945,3.13,0.70,10.1,6,white
6.3,0.3,0.29,6.8,0.051,40,143,0.9937,3.43,0.59,11.0,6,white
6.1,0.3,0.51,2.2,0.050,61,154,0.9929,3.08,0.60,9.8,6,white
7.9,0.6,0.31,2.0,0.079,10,79,0.9968,3.29,0.69,9.5,6,red
8.9,0.5,0.53,4.0,0.101,3,10,0.9959,3.21,0.59,12.1,7,red
6.9,0.2,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,white
6.4,0.4,0.20,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,white
10.7,0.4,0.37,1.9,0.081,17,29,0.9967,3.12,0.65,11.2,6,red
7.0,0.6,0.09,1.8,0.077,6,23,0.9977,3.48,0.54,9.0,6,red
7.0,0.5,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,white
7.0,0.3,0.28,2.2,0.042,21,177,0.9917,3.20,0.57,11.4,5,white
5.7,0.2,0.22,16.7,0.044,39,110,0.9986,3.24,0.48,9.0,6,white
7.0,0.2,0.36,6.4,0.055,42,123,0.9932,3.11,0.50,11.0,8,white
7.1,0.2,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,white
9.0,0.4,0.41,2.4,0.103,6,10,0.9960,3.13,0.58,11.9,7,red
6.9,0.1,0.28,4.3,0.028,15,107,0.9935,3.25,0.44,10.4,7,white
6.0,0.3,0.32,12.9,0.054,6,113,0.9957,3.30,0.56,11.5,4,red
6.5,0.2,0.35,1.5,0.040,43,149,0.9912,3.33,0.59,11.6,8,white
7.5,0.2,0.31,13.1,0.050,26,180,0.9988,3.05,0.53,9.1,6,white
7.9,0.2,0.30,7.4,0.050,58,152,0.9961,3.12,0.37,9.5,6,white
8.0,0.6,0.71,17.4,0.038,61,228,1.0000,2.95,0.75,9.3,5,white
6.9,0.2,0.39,8.0,0.028,22,84,0.9940,3.11,0.66,10.8,6,white
7.0,0.4,0.31,5.3,0.169,32,162,0.9965,3.20,0.48,9.4,5,white
6.3,0.3,0.25,5.8,0.038,52,155,0.9950,3.28,0.38,9.4,6,white
7.6,0.7,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,red
5.4,0.3,0.30,1.2,0.029,25,93,0.9874,3.31,0.40,13.6,7,white
7.8,0.3,0.74,1.8,0.033,33,156,0.9910,3.29,0.52,12.8,6,white
5.4,0.8,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13.0,7,red
8.5,0.2,0.33,1.0,0.076,17,57,0.9921,3.14,0.46,10.6,6,white
7.7,0.4,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,red
9.1,0.8,0.68,1.7,0.414,18,64,0.9965,2.90,1.33,9.1,6,red
7.5,0.3,0.36,7.0,0.036,45,164,0.9939,3.03,0.33,11.0,5,white
7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11.0,6,white
9.8,0.4,0.40,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,5,white
7.9,0.8,0.00,2.0,0.084,9,22,0.9962,3.33,0.68,10.9,6,red
6.2,0.5,0.19,8.3,0.029,24,142,0.9920,3.22,0.45,12.3,6,white
7.7,0.3,0.57,11.1,0.037,41,152,0.9978,3.05,0.49,8.7,6,white
9.5,0.4,0.52,2.0,0.082,6,26,0.9980,3.18,0.51,9.5,5,red
7.1,0.3,0.34,7.8,0.036,49,128,0.9940,3.21,0.40,10.7,6,white
6.6,0.2,0.28,3.3,0.044,18,91,0.9930,3.42,0.64,10.8,6,white
7.4,0.2,0.31,14.5,0.045,39,193,0.9986,3.10,0.50,9.2,6,white
7.6,0.2,0.28,7.1,0.041,29,110,0.9965,3.20,0.42,9.2,6,white
8.5,0.6,0.74,17.9,0.051,51,243,1.0005,2.99,0.70,9.2,5,white
7.0,0.3,0.28,1.4,0.039,12,83,0.9917,3.18,0.65,11.1,5,white
6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,white
6.3,0.3,0.26,12.0,0.049,63,170,0.9961,3.14,0.55,9.9,6,white
8.6,0.4,0.26,11.1,0.030,44,171,0.9948,3.03,0.49,12.0,5,white
6.7,0.3,0.82,1.2,0.152,49,120,0.9931,2.99,0.38,9.2,5,white
8.7,0.2,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5,white
9.2,0.1,0.37,1.1,0.034,36,84,0.9914,3.05,0.55,11.6,6,white
6.4,0.4,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9.0,6,white
8.7,0.6,0.28,2.7,0.096,17,69,0.9973,3.26,0.63,10.2,6,red
6.7,0.5,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,7,white
7.9,0.2,0.49,3.8,0.042,26,105,0.9930,3.10,0.39,10.5,5,white
7.1,0.4,0.17,1.8,0.082,27,51,0.9963,3.49,0.64,10.4,5,red
5.4,0.6,0.10,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5,white
7.8,0.3,0.37,1.0,0.043,10,80,0.9913,3.08,0.38,11.4,5,white
6.5,0.3,0.19,6.6,0.045,98,175,0.9936,3.16,0.34,10.1,6,white
7.3,0.3,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,white
9.4,0.3,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12.0,6,red
6.4,0.3,0.17,8.4,0.044,60,198,0.9958,3.21,0.47,9.4,5,white
12.4,0.5,0.58,3.0,0.103,28,99,1.0008,3.16,1.00,11.5,6,red
8.6,0.3,0.46,6.1,0.032,13,41,0.9930,2.89,0.34,10.9,5,white
5.7,0.3,0.24,17.8,0.059,23,124,0.9977,3.30,0.50,10.1,5,white
6.3,0.3,0.28,4.7,0.059,28,81,0.9904,3.24,0.56,12.7,8,white
7.7,0.3,0.40,1.1,0.042,9,60,0.9915,2.89,0.50,10.6,5,white
10.2,0.4,0.43,2.2,0.110,11,37,0.9973,3.16,0.67,10.8,5,red
6.6,0.2,0.28,1.1,0.034,55,108,0.9894,3.00,0.52,11.9,7,white
7.1,0.6,0.02,2.3,0.082,24,94,0.9974,3.55,0.53,9.7,6,red
6.5,0.4,0.31,3.5,0.046,22,147,0.9902,3.15,0.31,12.0,7,white
6.7,0.2,0.26,12.6,0.053,44,182,0.9980,3.42,0.42,9.7,5,white
6.8,0.2,0.71,17.5,0.042,21,114,0.9978,2.85,0.50,9.5,6,white
7.1,0.3,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,white
6.0,0.3,0.19,5.6,0.041,21,145,0.9941,3.14,0.62,9.9,5,white
11.8,0.5,0.65,3.6,0.122,5,14,0.9979,3.04,0.75,11.6,6,red
6.8,0.3,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9.0,6,white
7.4,0.2,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,white
7.8,0.5,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,red
7.0,0.2,0.28,14.7,0.051,29,149,0.9979,2.96,0.39,9.0,7,white
6.6,0.2,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,white
6.8,0.2,0.32,1.4,0.040,35,106,0.9903,3.16,0.66,12.0,5,white
6.4,0.3,0.44,8.2,0.043,54,201,0.9955,3.18,0.48,9.5,5,white
7.6,0.4,0.47,13.3,0.037,42,116,0.9982,3.04,0.50,9.2,5,white
5.9,0.3,0.24,2.4,0.046,27,132,0.9923,3.63,0.73,11.3,5,white
6.6,0.3,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,white
7.4,0.3,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,white
6.5,0.9,0.00,2.3,0.166,6,12,0.9955,3.56,0.51,10.8,5,red
6.6,0.6,0.02,2.4,0.069,19,40,0.9939,3.38,0.66,12.6,6,red
5.9,0.4,0.36,2.4,0.034,19,77,0.9918,3.25,0.48,10.9,5,white
7.8,0.3,0.34,13.7,0.044,66,184,0.9998,3.22,0.75,8.9,5,white
5.4,0.2,0.29,1.2,0.045,69,152,0.9918,3.76,0.63,11.0,7,white
5.6,0.2,0.25,8.0,0.043,31,101,0.9943,3.19,0.42,10.4,6,white
7.7,0.4,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,white
6.0,0.4,0.32,1.0,0.053,31,219,0.9924,3.29,0.72,9.8,6,white
7.7,0.3,0.24,2.4,0.044,29,157,0.9931,3.27,0.56,10.6,6,white
5.4,0.3,0.31,4.0,0.030,27,108,0.9903,3.30,0.43,12.2,7,white
7.3,0.2,0.29,1.2,0.044,12,143,0.9918,3.20,0.48,11.3,7,white
4.8,0.2,0.38,1.2,0.074,47,130,0.9913,3.31,0.40,10.3,6,white
8.4,0.3,0.40,8.9,0.048,33,146,0.9988,3.40,0.46,9.3,5,white
6.9,0.6,0.42,12.0,0.067,24,131,0.9973,3.19,0.34,9.3,5,white
6.0,0.5,0.00,1.4,0.057,15,26,0.9945,3.36,0.45,9.5,5,red
6.7,0.2,0.39,1.3,0.036,14,55,0.9909,3.08,0.69,11.4,7,white
11.3,0.6,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,red
8.9,0.3,0.57,2.0,0.111,26,85,0.9971,3.26,0.53,9.7,5,red
8.0,0.6,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7,white
6.6,0.2,0.57,1.1,0.130,58,140,0.9927,3.12,0.39,9.3,7,white
8.2,0.3,0.42,2.3,0.098,3,9,0.9951,3.27,0.55,12.3,6,red
6.3,0.3,0.24,8.5,0.031,32,172,0.9958,3.39,0.57,9.7,7,white
7.2,0.2,1.00,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,white
5.2,0.2,0.33,1.6,0.028,13,59,0.9898,3.30,0.84,11.9,8,white
7.2,0.2,0.36,15.7,0.045,68,183,0.9992,3.25,0.76,9.4,5,white
5.1,0.5,0.02,1.3,0.034,18,44,0.9921,3.90,0.62,12.8,6,red
8.8,0.2,0.38,1.8,0.040,39,148,0.9942,3.16,0.67,10.2,6,white
5.6,0.3,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,white
6.9,0.3,0.30,8.2,0.026,35,112,0.9914,3.00,0.37,12.3,6,white
6.3,0.2,0.30,5.9,0.034,35,152,0.9964,3.47,0.40,8.5,6,white
8.2,0.3,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,white
7.1,0.3,0.48,2.1,0.076,5,11,0.9957,3.35,0.53,10.4,6,red
7.8,0.3,0.36,4.6,0.024,20,198,0.9922,3.06,0.66,11.9,6,white
10.7,0.4,0.48,2.1,0.125,15,49,0.9980,3.03,0.81,9.7,6,red
6.6,0.2,0.43,10.9,0.045,53,154,0.9975,3.52,0.77,10.4,6,white
6.8,0.3,0.29,11.9,0.052,51,149,0.9954,3.02,0.58,10.4,6,white
7.2,0.4,0.21,2.0,0.080,7,36,0.9962,3.33,0.48,9.6,5,red
6.8,0.2,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6,white
